"batch_id","run_id","sequence","line","timestamp","agent","cell","path_analysis_cell"
"react-baseline-vs-ccrs-v1","001-baseline","1","4936","1780862376160","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/0","http://127.0.1.1:8080/cells/0"
"react-baseline-vs-ccrs-v1","001-baseline","2","4938","1780862380237","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/0/2","/cells/0/2"
"react-baseline-vs-ccrs-v1","001-baseline","3","4940","1780862384435","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/1/2","/cells/1/2"
"react-baseline-vs-ccrs-v1","001-baseline","4","4942","1780862388738","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/2/2","/cells/2/2"
"react-baseline-vs-ccrs-v1","001-baseline","5","4944","1780862392748","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/2/3","/cells/2/3"
"react-baseline-vs-ccrs-v1","001-baseline","6","4946","1780862396855","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/2/4","/cells/2/4"
"react-baseline-vs-ccrs-v1","001-baseline","7","4948","1780862401022","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/1/4","/cells/1/4"
"react-baseline-vs-ccrs-v1","001-baseline","8","4950","1780862404967","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/1/5","/cells/1/5"
"react-baseline-vs-ccrs-v1","001-baseline","9","4952","1780862409213","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/1/6","/cells/1/6"
"react-baseline-vs-ccrs-v1","001-baseline","10","4954","1780862413963","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/2/6","/cells/2/6"
"react-baseline-vs-ccrs-v1","001-baseline","11","4956","1780862418116","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/3/6","/cells/3/6"
"react-baseline-vs-ccrs-v1","001-baseline","12","4958","1780862422126","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/3/7","/cells/3/7"
"react-baseline-vs-ccrs-v1","001-baseline","13","4960","1780862427712","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/3/8","/cells/3/8"
"react-baseline-vs-ccrs-v1","001-baseline","14","4962","1780862432155","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/3/9","/cells/3/9"
"react-baseline-vs-ccrs-v1","001-baseline","15","4964","1780862441145","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/4/9","/cells/4/9"
"react-baseline-vs-ccrs-v1","001-baseline","16","4966","1780862445222","http://127.0.1.1:8080/agents/react_baseline_v1_01","http://127.0.1.1:8080/cells/5/9","/cells/5/9"
