"batch_id","run_id","agent_name","graph_name","sequence","cycle","cycle_timestamp","duration_ms","file","line","event_count","opportunistic_detected_count","opportunistic_prompt_visible_count","selection_count","contingency_event_count","contingency_guidance_event_count"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","150","149","2026-06-07T19:22:38.056+00:00","2230","react_ccrs_mazeV1_04_20260607_211522.log","3667","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","151","150","2026-06-07T19:22:40.516+00:00","2460","react_ccrs_mazeV1_04_20260607_211522.log","3683","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","152","151","2026-06-07T19:22:42.527+00:00","2011","react_ccrs_mazeV1_04_20260607_211522.log","3699","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","153","152","2026-06-07T19:22:45.820+00:00","3293","react_ccrs_mazeV1_04_20260607_211522.log","3715","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","154","153","2026-06-07T19:22:47.798+00:00","1978","react_ccrs_mazeV1_04_20260607_211522.log","3725","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","155","154","2026-06-07T19:22:53.410+00:00","5612","react_ccrs_mazeV1_04_20260607_211522.log","3741","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","156","155","2026-06-07T19:22:56.545+00:00","3135","react_ccrs_mazeV1_04_20260607_211522.log","3757","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","157","156","2026-06-07T19:22:58.383+00:00","1838","react_ccrs_mazeV1_04_20260607_211522.log","3767","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","158","157","2026-06-07T19:23:02.086+00:00","3703","react_ccrs_mazeV1_04_20260607_211522.log","3783","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","159","158","2026-06-07T19:23:04.168+00:00","2082","react_ccrs_mazeV1_04_20260607_211522.log","3799","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","160","159","2026-06-07T19:23:06.926+00:00","2758","react_ccrs_mazeV1_04_20260607_211522.log","3815","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","161","160","2026-06-07T19:23:08.798+00:00","1872","react_ccrs_mazeV1_04_20260607_211522.log","3831","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","162","161","2026-06-07T19:23:10.851+00:00","2053","react_ccrs_mazeV1_04_20260607_211522.log","3847","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","163","162","2026-06-07T19:23:13.736+00:00","2885","react_ccrs_mazeV1_04_20260607_211522.log","3863","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","164","163","2026-06-07T19:23:15.780+00:00","2044","react_ccrs_mazeV1_04_20260607_211522.log","3873","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","165","164","2026-06-07T19:23:18.712+00:00","2932","react_ccrs_mazeV1_04_20260607_211522.log","3889","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","166","165","2026-06-07T19:23:21.040+00:00","2328","react_ccrs_mazeV1_04_20260607_211522.log","3899","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","167","166","2026-06-07T19:23:22.943+00:00","1903","react_ccrs_mazeV1_04_20260607_211522.log","3915","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","168","167","2026-06-07T19:23:24.791+00:00","1848","react_ccrs_mazeV1_04_20260607_211522.log","3931","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","169","168","2026-06-07T19:23:28.168+00:00","3377","react_ccrs_mazeV1_04_20260607_211522.log","3947","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","170","169","2026-06-07T19:23:29.967+00:00","1799","react_ccrs_mazeV1_04_20260607_211522.log","3957","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","171","170","2026-06-07T19:23:33.090+00:00","3123","react_ccrs_mazeV1_04_20260607_211522.log","3973","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","172","171","2026-06-07T19:23:34.992+00:00","1902","react_ccrs_mazeV1_04_20260607_211522.log","3983","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","173","172","2026-06-07T19:23:37.813+00:00","2821","react_ccrs_mazeV1_04_20260607_211522.log","3999","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","174","173","2026-06-07T19:23:39.984+00:00","2171","react_ccrs_mazeV1_04_20260607_211522.log","4009","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","175","174","2026-06-07T19:23:42.958+00:00","2974","react_ccrs_mazeV1_04_20260607_211522.log","4025","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","176","175","2026-06-07T19:23:44.768+00:00","1810","react_ccrs_mazeV1_04_20260607_211522.log","4035","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","177","176","2026-06-07T19:23:47.652+00:00","2884","react_ccrs_mazeV1_04_20260607_211522.log","4051","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","178","177","2026-06-07T19:23:49.590+00:00","1938","react_ccrs_mazeV1_04_20260607_211522.log","4061","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","179","178","2026-06-07T19:23:52.438+00:00","2848","react_ccrs_mazeV1_04_20260607_211522.log","4077","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","180","179","2026-06-07T19:23:54.507+00:00","2069","react_ccrs_mazeV1_04_20260607_211522.log","4087","7","1","1","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","181","180","2026-06-07T19:23:57.516+00:00","3009","react_ccrs_mazeV1_04_20260607_211522.log","4152","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","182","181","2026-06-07T19:24:00.355+00:00","2839","react_ccrs_mazeV1_04_20260607_211522.log","4162","7","1","1","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","183","182","2026-06-07T19:24:03.767+00:00","3412","react_ccrs_mazeV1_04_20260607_211522.log","4227","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","184","183","2026-06-07T19:24:05.804+00:00","2037","react_ccrs_mazeV1_04_20260607_211522.log","4237","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","185","184","2026-06-07T19:24:09.771+00:00","3967","react_ccrs_mazeV1_04_20260607_211522.log","4253","5","0","0","1","2","0"
"react-baseline-vs-ccrs-v1","002-ccrs","react_ccrs_mazeV1_04","graph_ccrs","186","185","2026-06-07T19:24:12.761+00:00","2990","react_ccrs_mazeV1_04_20260607_211522.log","4269","3","0","0","0","2","0"
