"batch_id","run_id","line","timestamp","agent","graph","transaction_id","trigger","status","error","rule_count","started_at","finished_at"
"react-baseline-vs-ccrs-v1","001-baseline","4937","1780862376161","react_baseline_v1_01","http://127.0.1.1:8080/cells/0","10075","POST","COMMITTED",,"9","1780862376082","1780862376159"
"react-baseline-vs-ccrs-v1","001-baseline","4939","1780862380239","react_baseline_v1_01","http://127.0.1.1:8080/cells/0/2","10076","POST","COMMITTED",,"9","1780862380148","1780862380237"
"react-baseline-vs-ccrs-v1","001-baseline","4941","1780862384435","react_baseline_v1_01","http://127.0.1.1:8080/cells/1/2","10077","POST","COMMITTED",,"9","1780862384344","1780862384432"
"react-baseline-vs-ccrs-v1","001-baseline","4943","1780862388738","react_baseline_v1_01","http://127.0.1.1:8080/cells/2/2","10078","POST","COMMITTED",,"9","1780862388657","1780862388734"
"react-baseline-vs-ccrs-v1","001-baseline","4945","1780862392748","react_baseline_v1_01","http://127.0.1.1:8080/cells/2/3","10079","POST","COMMITTED",,"9","1780862392651","1780862392743"
"react-baseline-vs-ccrs-v1","001-baseline","4947","1780862396855","react_baseline_v1_01","http://127.0.1.1:8080/cells/2/4","10080","POST","COMMITTED",,"9","1780862396780","1780862396851"
"react-baseline-vs-ccrs-v1","001-baseline","4949","1780862401022","react_baseline_v1_01","http://127.0.1.1:8080/cells/1/4","10081","POST","COMMITTED",,"9","1780862400930","1780862401017"
"react-baseline-vs-ccrs-v1","001-baseline","4951","1780862404967","react_baseline_v1_01","http://127.0.1.1:8080/cells/1/5","10082","POST","COMMITTED",,"9","1780862404890","1780862404966"
"react-baseline-vs-ccrs-v1","001-baseline","4953","1780862409225","react_baseline_v1_01","http://127.0.1.1:8080/cells/1/6","10083","POST","COMMITTED",,"9","1780862409137","1780862409216"
"react-baseline-vs-ccrs-v1","001-baseline","4955","1780862413964","react_baseline_v1_01","http://127.0.1.1:8080/cells/2/6","10084","POST","COMMITTED",,"9","1780862413883","1780862413961"
"react-baseline-vs-ccrs-v1","001-baseline","4957","1780862418126","react_baseline_v1_01","http://127.0.1.1:8080/cells/3/6","10085","POST","COMMITTED",,"9","1780862418042","1780862418118"
"react-baseline-vs-ccrs-v1","001-baseline","4959","1780862422138","react_baseline_v1_01","http://127.0.1.1:8080/cells/3/7","10086","POST","COMMITTED",,"9","1780862422051","1780862422128"
"react-baseline-vs-ccrs-v1","001-baseline","4961","1780862427726","react_baseline_v1_01","http://127.0.1.1:8080/cells/3/8","10087","POST","COMMITTED",,"9","1780862427618","1780862427712"
"react-baseline-vs-ccrs-v1","001-baseline","4963","1780862432158","react_baseline_v1_01","http://127.0.1.1:8080/cells/3/9","10088","POST","COMMITTED",,"9","1780862432075","1780862432154"
