"batch_id","run_id","agent_name","graph_name","file","line","timestamp","tool_call_id","action_type","target","outcome","http_status","http_ok","response_length","content_type","error","error_type","result_line","result_timestamp"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","757","2026-06-07 17:50:30,886","","http_post","http://127.0.1.1:8080/cells/7/4","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","766","2026-06-07 17:50:33,342","","http_get","http://127.0.1.1:8080/cells/7/4","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","830","2026-06-07 17:50:35,551","","http_post","http://127.0.1.1:8080/cells/8/4","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","839","2026-06-07 17:50:37,067","","http_get","http://127.0.1.1:8080/cells/8/4","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","903","2026-06-07 17:50:39,219","","http_post","http://127.0.1.1:8080/cells/8/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","912","2026-06-07 17:50:41,032","","http_get","http://127.0.1.1:8080/cells/8/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","976","2026-06-07 17:50:43,714","","http_post","http://127.0.1.1:8080/cells/8/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","985","2026-06-07 17:50:45,771","","http_get","http://127.0.1.1:8080/cells/8/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1049","2026-06-07 17:50:48,148","","http_post","http://127.0.1.1:8080/cells/9/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1058","2026-06-07 17:50:49,545","","http_get","http://127.0.1.1:8080/cells/9/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1122","2026-06-07 17:50:51,900","","http_post","http://127.0.1.1:8080/cells/10/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1131","2026-06-07 17:50:53,734","","http_get","http://127.0.1.1:8080/cells/10/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1195","2026-06-07 17:50:56,174","","http_post","http://127.0.1.1:8080/cells/11/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1204","2026-06-07 17:50:57,868","","http_get","http://127.0.1.1:8080/cells/11/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1268","2026-06-07 17:51:03,470","","http_post","http://127.0.1.1:8080/cells/11/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1277","2026-06-07 17:51:05,268","","http_get","http://127.0.1.1:8080/cells/11/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1341","2026-06-07 17:51:07,487","","http_post","http://127.0.1.1:8080/cells/12/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1350","2026-06-07 17:51:09,258","","http_get","http://127.0.1.1:8080/cells/12/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1365","2026-06-07 17:51:11,701","","http_post","http://127.0.1.1:8080/cells/12/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1590","2026-06-07 17:51:29,334","","http_post","http://127.0.1.1:8080/cells/12/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1599","2026-06-07 17:51:30,892","","http_get","http://127.0.1.1:8080/cells/12/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1663","2026-06-07 17:51:33,559","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1678","2026-06-07 17:51:35,177","","http_get","http://127.0.1.1:8080/cells/12/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1742","2026-06-07 17:51:37,125","","http_get","http://127.0.1.1:8080/cells/12/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1806","2026-06-07 17:51:39,224","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1821","2026-06-07 17:51:41,162","","http_get","http://127.0.1.1:8080/cells/12/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1885","2026-06-07 17:51:43,052","","http_get","http://127.0.1.1:8080/cells/12/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1949","2026-06-07 17:51:44,937","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1964","2026-06-07 17:51:47,558","","http_post","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","1973","2026-06-07 17:51:49,405","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2040","2026-06-07 17:51:51,657","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2055","2026-06-07 17:51:53,465","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2070","2026-06-07 17:52:05,194","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2137","2026-06-07 17:52:07,163","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2152","2026-06-07 17:52:13,131","","http_get","http://127.0.1.1:8080/cells/13/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2167","2026-06-07 17:52:14,914","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2234","2026-06-07 17:52:17,759","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2249","2026-06-07 17:52:27,396","","http_get","http://127.0.1.1:8080/maze","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2264","2026-06-07 17:52:29,164","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2279","2026-06-07 17:52:30,925","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2346","2026-06-07 17:52:32,651","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2361","2026-06-07 17:52:34,351","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2376","2026-06-07 17:52:36,049","","http_get","http://127.0.1.1:8080/cells/13/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2391","2026-06-07 17:52:37,790","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2458","2026-06-07 17:52:39,874","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2525","2026-06-07 17:52:42,572","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2592","2026-06-07 17:52:44,349","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2659","2026-06-07 17:52:47,142","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2674","2026-06-07 17:52:58,308","","http_get","http://127.0.1.1:8080/cells/13/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2689","2026-06-07 17:53:01,558","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2756","2026-06-07 17:53:03,622","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2823","2026-06-07 17:53:06,295","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2890","2026-06-07 17:53:08,239","","http_get","http://127.0.1.1:8080/cells/13/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2957","2026-06-07 17:53:14,782","","http_post","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","2966","2026-06-07 17:53:17,147","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3033","2026-06-07 17:53:19,299","","http_get","http://127.0.1.1:8080/cells/15/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3048","2026-06-07 17:53:21,390","","http_get","http://127.0.1.1:8080/cells/15/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3063","2026-06-07 17:53:27,425","","http_get","http://127.0.1.1:8080/cells/15/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3078","2026-06-07 17:53:29,637","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3145","2026-06-07 17:53:31,870","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3212","2026-06-07 17:53:34,526","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3279","2026-06-07 17:53:37,402","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3346","2026-06-07 17:53:39,687","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3413","2026-06-07 17:53:41,846","","http_get","http://127.0.1.1:8080/cells/14/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3480","2026-06-07 17:53:44,361","","http_get","http://127.0.1.1:8080/cells/15/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3703","2026-06-07 17:54:05,287","","http_post","http://127.0.1.1:8080/cells/15/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3712","2026-06-07 17:54:07,070","","http_get","http://127.0.1.1:8080/cells/15/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3798","2026-06-07 17:54:16,709","","http_get","http://127.0.1.1:8080/cells/15/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3884","2026-06-07 17:54:19,009","","http_get","http://127.0.1.1:8080/cells/15/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","3970","2026-06-07 17:54:21,482","","http_get","http://127.0.1.1:8080/cells/15/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4056","2026-06-07 17:54:24,579","","http_get","http://127.0.1.1:8080/cells/15/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4142","2026-06-07 17:54:27,420","","http_get","http://127.0.1.1:8080/cells/15/5","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4228","2026-06-07 17:54:29,775","","http_get","http://127.0.1.1:8080/cells/15/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4243","2026-06-07 17:54:35,189","","http_get","http://127.0.1.1:8080/cells/15/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4258","2026-06-07 17:54:39,082","","http_post","http://127.0.1.1:8080/cells/15/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4267","2026-06-07 17:54:41,278","","http_get","http://127.0.1.1:8080/cells/15/6","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4334","2026-06-07 17:54:43,476","","http_get","http://127.0.1.1:8080/cells/15/7","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4349","2026-06-07 17:54:48,031","","http_post","http://127.0.1.1:8080/cells/15/7","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4358","2026-06-07 17:54:50,341","","http_get","http://127.0.1.1:8080/cells/15/7","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4425","2026-06-07 17:54:52,706","","http_get","http://127.0.1.1:8080/cells/15/8","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4440","2026-06-07 17:54:58,631","","http_post","http://127.0.1.1:8080/cells/15/8","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4449","2026-06-07 17:55:01,123","","http_get","http://127.0.1.1:8080/cells/15/8","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4516","2026-06-07 17:55:03,335","","http_get","http://127.0.1.1:8080/cells/16/8","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4531","2026-06-07 17:55:06,677","","http_post","http://127.0.1.1:8080/cells/16/8","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4540","2026-06-07 17:55:08,986","","http_get","http://127.0.1.1:8080/cells/16/8","invoked","","","","","","","",""
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","4607","2026-06-07 17:55:14,426","","http_get","http://127.0.1.1:8080/cells/17/8","invoked","","","","","","","",""
