"batch_id","run_id","sequence","line","timestamp","agent","cell","path_analysis_cell"
"react-ccrs-mazeV1-01-latest","001-ccrs","1","4620","1780847389253","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/0","http://127.0.1.1:8080/cells/0"
"react-ccrs-mazeV1-01-latest","001-ccrs","2","4622","1780847392837","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/0/2","/cells/0/2"
"react-ccrs-mazeV1-01-latest","001-ccrs","3","4624","1780847396428","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/1/2","/cells/1/2"
"react-ccrs-mazeV1-01-latest","001-ccrs","4","4626","1780847400109","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/2/2","/cells/2/2"
"react-ccrs-mazeV1-01-latest","001-ccrs","5","4628","1780847403740","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/3/2","/cells/3/2"
"react-ccrs-mazeV1-01-latest","001-ccrs","6","4630","1780847407274","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/4/2","/cells/4/2"
"react-ccrs-mazeV1-01-latest","001-ccrs","7","4632","1780847411694","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/5/2","/cells/5/2"
"react-ccrs-mazeV1-01-latest","001-ccrs","8","4634","1780847419133","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/6/2","/cells/6/2"
"react-ccrs-mazeV1-01-latest","001-ccrs","9","4636","1780847422851","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/7/2","/cells/7/2"
"react-ccrs-mazeV1-01-latest","001-ccrs","10","4638","1780847426845","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/7/3","/cells/7/3"
"react-ccrs-mazeV1-01-latest","001-ccrs","11","4640","1780847430970","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/7/4","/cells/7/4"
"react-ccrs-mazeV1-01-latest","001-ccrs","12","4642","1780847435652","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/8/4","/cells/8/4"
"react-ccrs-mazeV1-01-latest","001-ccrs","13","4644","1780847439318","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/8/5","/cells/8/5"
"react-ccrs-mazeV1-01-latest","001-ccrs","14","4646","1780847443809","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/8/6","/cells/8/6"
"react-ccrs-mazeV1-01-latest","001-ccrs","15","4648","1780847448226","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/9/6","/cells/9/6"
"react-ccrs-mazeV1-01-latest","001-ccrs","16","4650","1780847451983","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/10/6","/cells/10/6"
"react-ccrs-mazeV1-01-latest","001-ccrs","17","4652","1780847456251","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/11/6","/cells/11/6"
"react-ccrs-mazeV1-01-latest","001-ccrs","18","4654","1780847463574","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/11/5","/cells/11/5"
"react-ccrs-mazeV1-01-latest","001-ccrs","19","4656","1780847467588","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/12/5","/cells/12/5"
"react-ccrs-mazeV1-01-latest","001-ccrs","20","4660","1780847507666","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/13/5","/cells/13/5"
"react-ccrs-mazeV1-01-latest","001-ccrs","21","4662","1780847594872","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/14/5","/cells/14/5"
"react-ccrs-mazeV1-01-latest","001-ccrs","22","4664","1780847645374","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/15/5","/cells/15/5"
"react-ccrs-mazeV1-01-latest","001-ccrs","23","4666","1780847679195","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/15/6","/cells/15/6"
"react-ccrs-mazeV1-01-latest","001-ccrs","24","4668","1780847688115","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/15/7","/cells/15/7"
"react-ccrs-mazeV1-01-latest","001-ccrs","25","4670","1780847698723","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/15/8","/cells/15/8"
"react-ccrs-mazeV1-01-latest","001-ccrs","26","4672","1780847706791","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/16/8","/cells/16/8"
"react-ccrs-mazeV1-01-latest","001-ccrs","27","4674","1780847717880","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/17/8","/cells/17/8"
"react-ccrs-mazeV1-01-latest","001-ccrs","28","4676","1780847725394","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/18/8","/cells/18/8"
"react-ccrs-mazeV1-01-latest","001-ccrs","29","4678","1780847733691","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/18/9","/cells/18/9"
"react-ccrs-mazeV1-01-latest","001-ccrs","30","4680","1780847741425","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/19/9","/cells/19/9"
"react-ccrs-mazeV1-01-latest","001-ccrs","31","4682","1780847746705","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/20/9","/cells/20/9"
"react-ccrs-mazeV1-01-latest","001-ccrs","32","4684","1780847756886","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/21/9","/cells/21/9"
"react-ccrs-mazeV1-01-latest","001-ccrs","33","4686","1780847761737","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/21/10","/cells/21/10"
"react-ccrs-mazeV1-01-latest","001-ccrs","34","4688","1780847773581","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/21/9","/cells/21/9"
"react-ccrs-mazeV1-01-latest","001-ccrs","35","4690","1780847785315","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/22/9","/cells/22/9"
"react-ccrs-mazeV1-01-latest","001-ccrs","36","4692","1780847794295","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/23/9","/cells/23/9"
"react-ccrs-mazeV1-01-latest","001-ccrs","37","4694","1780847801842","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/23/10","/cells/23/10"
"react-ccrs-mazeV1-01-latest","001-ccrs","38","4696","1780847807374","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/24/10","/cells/24/10"
"react-ccrs-mazeV1-01-latest","001-ccrs","39","4698","1780847814860","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/25/10","/cells/25/10"
"react-ccrs-mazeV1-01-latest","001-ccrs","40","4700","1780847822771","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/26/10","/cells/26/10"
"react-ccrs-mazeV1-01-latest","001-ccrs","41","4702","1780847836218","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/26/11","/cells/26/11"
"react-ccrs-mazeV1-01-latest","001-ccrs","42","4704","1780847844814","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/27/11","/cells/27/11"
"react-ccrs-mazeV1-01-latest","001-ccrs","43","4706","1780847850640","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/28/11","/cells/28/11"
"react-ccrs-mazeV1-01-latest","001-ccrs","44","4708","1780847858271","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/28/12","/cells/28/12"
"react-ccrs-mazeV1-01-latest","001-ccrs","45","4710","1780847865364","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/28/13","/cells/28/13"
"react-ccrs-mazeV1-01-latest","001-ccrs","46","4712","1780847873498","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/28/14","/cells/28/14"
"react-ccrs-mazeV1-01-latest","001-ccrs","47","4714","1780847880825","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/28/15","/cells/28/15"
"react-ccrs-mazeV1-01-latest","001-ccrs","48","4716","1780847886768","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/29/15","/cells/29/15"
"react-ccrs-mazeV1-01-latest","001-ccrs","49","4718","1780847894215","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/29/16","/cells/29/16"
"react-ccrs-mazeV1-01-latest","001-ccrs","50","4720","1780847900043","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/30/16","/cells/30/16"
"react-ccrs-mazeV1-01-latest","001-ccrs","51","4722","1780847905509","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/31/16","/cells/31/16"
"react-ccrs-mazeV1-01-latest","001-ccrs","52","4724","1780847913207","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/31/17","/cells/31/17"
"react-ccrs-mazeV1-01-latest","001-ccrs","53","4726","1780847918229","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/32/17","/cells/32/17"
"react-ccrs-mazeV1-01-latest","001-ccrs","54","4728","1780847925910","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/32/18","/cells/32/18"
"react-ccrs-mazeV1-01-latest","001-ccrs","55","4730","1780847934367","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/32/19","/cells/32/19"
"react-ccrs-mazeV1-01-latest","001-ccrs","56","4732","1780847942780","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/33/19","/cells/33/19"
"react-ccrs-mazeV1-01-latest","001-ccrs","57","4734","1780847949890","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/34/19","/cells/34/19"
"react-ccrs-mazeV1-01-latest","001-ccrs","58","4736","1780847957493","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/34/20","/cells/34/20"
"react-ccrs-mazeV1-01-latest","001-ccrs","59","4738","1780847977188","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/34/21","/cells/34/21"
"react-ccrs-mazeV1-01-latest","001-ccrs","60","4740","1780847983979","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/35/21","/cells/35/21"
"react-ccrs-mazeV1-01-latest","001-ccrs","61","4742","1780847989606","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/36/21","/cells/36/21"
"react-ccrs-mazeV1-01-latest","001-ccrs","62","4744","1780847998754","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/37/21","/cells/37/21"
"react-ccrs-mazeV1-01-latest","001-ccrs","63","4747","1780848032451","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/36/21","/cells/36/21"
"react-ccrs-mazeV1-01-latest","001-ccrs","64","4749","1780848041651","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/36/22","/cells/36/22"
"react-ccrs-mazeV1-01-latest","001-ccrs","65","4751","1780848050269","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/36/23","/cells/36/23"
"react-ccrs-mazeV1-01-latest","001-ccrs","66","4754","1780848128136","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/37/23","/cells/37/23"
"react-ccrs-mazeV1-01-latest","001-ccrs","67","4756","1780848152823","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/37/24","/cells/37/24"
"react-ccrs-mazeV1-01-latest","001-ccrs","68","4758","1780848223198","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/37/25","/cells/37/25"
"react-ccrs-mazeV1-01-latest","001-ccrs","69","4760","1780848229332","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/37/26","/cells/37/26"
"react-ccrs-mazeV1-01-latest","001-ccrs","70","4762","1780848262285","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/37/27","/cells/37/27"
"react-ccrs-mazeV1-01-latest","001-ccrs","71","4764","1780848270628","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/37/28","/cells/37/28"
"react-ccrs-mazeV1-01-latest","001-ccrs","72","4766","1780848283600","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/37/29","/cells/37/29"
"react-ccrs-mazeV1-01-latest","001-ccrs","73","4768","1780848289128","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/37/30","/cells/37/30"
"react-ccrs-mazeV1-01-latest","001-ccrs","74","4770","1780848299232","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/37/31","/cells/37/31"
"react-ccrs-mazeV1-01-latest","001-ccrs","75","4772","1780848308096","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/36/31","/cells/36/31"
"react-ccrs-mazeV1-01-latest","001-ccrs","76","4774","1780848337068","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/35/31","/cells/35/31"
"react-ccrs-mazeV1-01-latest","001-ccrs","77","4776","1780848345474","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/35/30","/cells/35/30"
"react-ccrs-mazeV1-01-latest","001-ccrs","78","4778","1780848357341","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/35/29","/cells/35/29"
