"batch_id","run_id","line","mase_run_id","type","timestamp","agent","cell","graph","transaction_id","archive_id"
"react-ccrs-mazeV1-01-latest","001-ccrs","4620","run-2026-06-06T17-55-29-834Z","AGENT_MOVED","1780847389253","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/0",,"-1","6439227"
"react-ccrs-mazeV1-01-latest","001-ccrs","4621","run-2026-06-06T17-55-29-834Z","TRANSACTION","1780847389256","react_ccrs_mazeV1_01",,"http://127.0.1.1:8080/cells/0","2329","6439228"
"react-ccrs-mazeV1-01-latest","001-ccrs","4622","run-2026-06-06T17-55-29-834Z","AGENT_MOVED","1780847392837","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/0/2",,"-1","6439229"
"react-ccrs-mazeV1-01-latest","001-ccrs","4623","run-2026-06-06T17-55-29-834Z","TRANSACTION","1780847392840","react_ccrs_mazeV1_01",,"http://127.0.1.1:8080/cells/0/2","2330","6439230"
"react-ccrs-mazeV1-01-latest","001-ccrs","4624","run-2026-06-06T17-55-29-834Z","AGENT_MOVED","1780847396428","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/1/2",,"-1","6439231"
"react-ccrs-mazeV1-01-latest","001-ccrs","4625","run-2026-06-06T17-55-29-834Z","TRANSACTION","1780847396440","react_ccrs_mazeV1_01",,"http://127.0.1.1:8080/cells/1/2","2331","6439232"
"react-ccrs-mazeV1-01-latest","001-ccrs","4626","run-2026-06-06T17-55-29-834Z","AGENT_MOVED","1780847400109","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/2/2",,"-1","6439233"
"react-ccrs-mazeV1-01-latest","001-ccrs","4627","run-2026-06-06T17-55-29-834Z","TRANSACTION","1780847400111","react_ccrs_mazeV1_01",,"http://127.0.1.1:8080/cells/2/2","2332","6439234"
"react-ccrs-mazeV1-01-latest","001-ccrs","4628","run-2026-06-06T17-55-29-834Z","AGENT_MOVED","1780847403740","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/3/2",,"-1","6439235"
"react-ccrs-mazeV1-01-latest","001-ccrs","4629","run-2026-06-06T17-55-29-834Z","TRANSACTION","1780847403742","react_ccrs_mazeV1_01",,"http://127.0.1.1:8080/cells/3/2","2333","6439236"
"react-ccrs-mazeV1-01-latest","001-ccrs","4630","run-2026-06-06T17-55-29-834Z","AGENT_MOVED","1780847407274","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/4/2",,"-1","6439237"
"react-ccrs-mazeV1-01-latest","001-ccrs","4631","run-2026-06-06T17-55-29-834Z","TRANSACTION","1780847407276","react_ccrs_mazeV1_01",,"http://127.0.1.1:8080/cells/4/2","2334","6439238"
"react-ccrs-mazeV1-01-latest","001-ccrs","4632","run-2026-06-06T17-55-29-834Z","AGENT_MOVED","1780847411694","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/5/2",,"-1","6439239"
"react-ccrs-mazeV1-01-latest","001-ccrs","4633","run-2026-06-06T17-55-29-834Z","TRANSACTION","1780847411696","react_ccrs_mazeV1_01",,"http://127.0.1.1:8080/cells/5/2","2335","6439240"
"react-ccrs-mazeV1-01-latest","001-ccrs","4634","run-2026-06-06T17-55-29-834Z","AGENT_MOVED","1780847419133","http://127.0.1.1:8080/agents/react_ccrs_mazeV1_01","http://127.0.1.1:8080/cells/6/2",,"-1","6439241"
"react-ccrs-mazeV1-01-latest","001-ccrs","4635","run-2026-06-06T17-55-29-834Z","TRANSACTION","1780847419138","react_ccrs_mazeV1_01",,"http://127.0.1.1:8080/cells/6/2","2336","6439242"
