"batch_id","run_id","agent_name","graph_name","run_mode","scenario_id","optimal_moves","exit_cell","enable_contingency_escalation_tool","imported_at","react_log_file","java_log_file","mase_capture_status","mase_event_count","mase_move_count","mase_transaction_count","react_event_count","prompt_visible_event_count","selection_event_count","opportunistic_detected_count","contingency_event_count","java_library_evidence_count","decision_metric_quality","notes"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","notebook","",,"","True","2026-06-07T18:45:34.5227110+02:00","react_ccrs_mazeV1_01_20260607_174940.log","react_ccrs_mazeV1_01_20260607_174940.java.log","completed","257","120","137","5042","323","704","574","1503","1688","selection_event","V1-01 CCRS notebook run"
