"batch_id","run_id","opportunistic_count","selection_count","selected_rank_1_count","selected_rank_2_count","selected_rank_3_count","selected_rank_4_count","selected_none_count","rank_unavailable_count"
"react-ccrs-mazeV1-01-latest","001-ccrs","0","405","0","0","0","0","0","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","1","64","45","0","0","0","19","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","2","202","68","15","0","0","119","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","3","26","16","2","1","0","7","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","4","7","4","1","0","0","2","0"
