"batch_id","run_id","agent_name","graph_name","sequence","cycle","cycle_timestamp","duration_ms","file","line","event_count","opportunistic_detected_count","opportunistic_prompt_visible_count","selection_count","contingency_event_count","contingency_guidance_event_count"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","294","293","2026-06-07T16:04:30.501+00:00","3581","react_ccrs_mazeV1_01_20260607_174940.log","12220","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","295","294","2026-06-07T16:04:32.611+00:00","2110","react_ccrs_mazeV1_01_20260607_174940.log","12229","8","2","2","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","296","295","2026-06-07T16:04:34.878+00:00","2267","react_ccrs_mazeV1_01_20260607_174940.log","12312","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","297","296","2026-06-07T16:04:37.013+00:00","2135","react_ccrs_mazeV1_01_20260607_174940.log","12327","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","298","297","2026-06-07T16:04:39.124+00:00","2111","react_ccrs_mazeV1_01_20260607_174940.log","12342","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","299","298","2026-06-07T16:04:43.465+00:00","4341","react_ccrs_mazeV1_01_20260607_174940.log","12357","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","300","299","2026-06-07T16:04:45.325+00:00","1860","react_ccrs_mazeV1_01_20260607_174940.log","12366","9","3","3","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","301","300","2026-06-07T16:04:48.998+00:00","3673","react_ccrs_mazeV1_01_20260607_174940.log","12468","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","302","301","2026-06-07T16:04:51.146+00:00","2148","react_ccrs_mazeV1_01_20260607_174940.log","12477","8","2","2","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","303","302","2026-06-07T16:04:59.084+00:00","7938","react_ccrs_mazeV1_01_20260607_174940.log","12560","5","0","0","1","2","0"
