"batch_id","run_id","move_sequence","move_cell","move_timestamp","move_line","start_action_line","start_action_timestamp","end_before_action_line","action_count","get_count","post_count","http_error_count","status_codes","action_lines","action_targets","match_quality"
"react-baseline-vs-ccrs-v2","700-baseline","20","http://127.0.1.1:8080/cells/2/10","1782568711317","4798","252","2026-06-27 15:58:31,235","264","2","1","1","0","201;200","252;258","http://127.0.1.1:8080/cells/2/10;http://127.0.1.1:8080/cells/2/10","target_timestamp_order"
"react-baseline-vs-ccrs-v2","700-baseline","21","http://127.0.1.1:8080/cells/2/11","1782568716858","4800","264","2026-06-27 15:58:36,774","282","3","2","1","0","201;200;200","264;270;276","http://127.0.1.1:8080/cells/2/11;http://127.0.1.1:8080/cells/2/11;http://127.0.1.1:8080/cells/2/11","target_timestamp_order"
"react-baseline-vs-ccrs-v2","700-baseline","22","http://127.0.1.1:8080/cells/2/10","1782568724242","4802","282","2026-06-27 15:58:44,167","330","8","7","1","0","201;200;200;200;200;200;200;200","282;288;294;300;306;312;318;324","http://127.0.1.1:8080/cells/2/10;http://127.0.1.1:8080/cells/2/10;http://127.0.1.1:8080/cells/2/10;http://127.0.1.1:8080/cells/2/10;http://127.0.1.1:8080/cells/2/10;http://127.0.1.1:8080/cells/2/10;http://127.0.1.1:8080/cells/2/10;http://127.0.1.1:8080/cells/2/10","target_timestamp_order"
"react-baseline-vs-ccrs-v2","700-baseline","23","http://127.0.1.1:8080/cells/2/9","1782568742694","4804","330","2026-06-27 15:59:02,618","348","3","2","1","0","201;200;200","330;336;342","http://127.0.1.1:8080/cells/2/9;http://127.0.1.1:8080/cells/2/9;http://127.0.1.1:8080/cells/2/9","target_timestamp_order"
"react-baseline-vs-ccrs-v2","700-baseline","24","http://127.0.1.1:8080/cells/3/9","1782568750315","4806","348","2026-06-27 15:59:10,236","360","2","1","1","0","201;200","348;354","http://127.0.1.1:8080/cells/3/9;http://127.0.1.1:8080/cells/3/9","target_timestamp_order"
"react-baseline-vs-ccrs-v2","700-baseline","25","http://127.0.1.1:8080/cells/4/9","1782568755457","4808","360","2026-06-27 15:59:15,357","378","3","2","1","0","201;200;200","360;366;372","http://127.0.1.1:8080/cells/4/9;http://127.0.1.1:8080/cells/4/9;http://127.0.1.1:8080/cells/4/9","target_timestamp_order"
"react-baseline-vs-ccrs-v2","700-baseline","26","http://127.0.1.1:8080/cells/5/9","1782568762445","4810","378","2026-06-27 15:59:22,353","396","3","2","1","0","201;200;200","378;384;390","http://127.0.1.1:8080/cells/5/9;http://127.0.1.1:8080/cells/5/9;http://127.0.1.1:8080/cells/5/9","target_timestamp_order"
"react-baseline-vs-ccrs-v2","700-baseline","27","http://127.0.1.1:8080/cells/5/8","1782568769946","4812","396","2026-06-27 15:59:29,832","414","3","2","1","0","201;200;200","396;402;408","http://127.0.1.1:8080/cells/5/8;http://127.0.1.1:8080/cells/5/8;http://127.0.1.1:8080/cells/5/8","target_timestamp_order"
"react-baseline-vs-ccrs-v2","700-baseline","28","http://127.0.1.1:8080/cells/5/7","1782568777540","4814","414","2026-06-27 15:59:37,450","438","4","3","1","0","201;200;200;200","414;420;426;432","http://127.0.1.1:8080/cells/5/7;http://127.0.1.1:8080/cells/5/7;http://127.0.1.1:8080/cells/5/7;http://127.0.1.1:8080/cells/5/7","target_timestamp_order"
"react-baseline-vs-ccrs-v2","700-baseline","29","http://127.0.1.1:8080/cells/5/6","1782568787172","4816","438","2026-06-27 15:59:47,089","456","3","2","1","0","201;200;200","438;444;450","http://127.0.1.1:8080/cells/5/6;http://127.0.1.1:8080/cells/5/6;http://127.0.1.1:8080/cells/5/6","target_timestamp_order"
"react-baseline-vs-ccrs-v2","700-baseline","30","http://127.0.1.1:8080/cells/5/5","1782568794682","4818","456","2026-06-27 15:59:54,603","528","12","11","1","0","201;200;200;200;200;200;200;200;200;200;200;200","456;462;468;474;480;486;492;498;504;510;516;522","http://127.0.1.1:8080/cells/5/5;http://127.0.1.1:8080/cells/5/5;http://127.0.1.1:8080/cells/5/5;http://127.0.1.1:8080/cells/5/5;http://127.0.1.1:8080/cells/5/5;http://127.0.1.1:8080/cells/5/5;http://127.0.1.1:8080/cells/5/5;http://127.0.1.1:8080/cells/5/5;http://127.0.1.1:8080/cells/5/5;http://127.0.1.1:8080/cells/5/5;http://127.0.1.1:8080/cells/5/5;http://127.0.1.1:8080/cells/5/5","target_timestamp_order"
"react-baseline-vs-ccrs-v2","700-baseline","31","http://127.0.1.1:8080/cells/5/4","1782568825314","4820","528","2026-06-27 16:00:25,213","552","4","3","1","0","201;200;200;200","528;534;540;546","http://127.0.1.1:8080/cells/5/4;http://127.0.1.1:8080/cells/5/4;http://127.0.1.1:8080/cells/5/4;http://127.0.1.1:8080/cells/5/4","target_timestamp_order"
