"batch_id","run_id","line","mase_run_id","type","timestamp","agent","cell","graph","transaction_id","archive_id"
"react-baseline-vs-ccrs-v2","700-baseline","4968","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569724583","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/12/5",,"-1","6542673"
"react-baseline-vs-ccrs-v2","700-baseline","4969","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569724585","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/12/5","5281","6542674"
"react-baseline-vs-ccrs-v2","700-baseline","4970","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569729711","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/12/5","5282","6542675"
"react-baseline-vs-ccrs-v2","700-baseline","4971","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569735097","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/12/5","5283","6542676"
"react-baseline-vs-ccrs-v2","700-baseline","4972","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569748578","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/12/4",,"-1","6542677"
"react-baseline-vs-ccrs-v2","700-baseline","4973","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569748580","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/12/4","5284","6542678"
"react-baseline-vs-ccrs-v2","700-baseline","4974","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569755984","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/12/3",,"-1","6542679"
"react-baseline-vs-ccrs-v2","700-baseline","4975","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569755987","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/12/3","5285","6542680"
"react-baseline-vs-ccrs-v2","700-baseline","4976","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569764119","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/11/3",,"-1","6542681"
"react-baseline-vs-ccrs-v2","700-baseline","4977","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569764123","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/11/3","5286","6542682"
"react-baseline-vs-ccrs-v2","700-baseline","4978","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569769462","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/10/3",,"-1","6542683"
"react-baseline-vs-ccrs-v2","700-baseline","4979","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569769464","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/10/3","5287","6542684"
"react-baseline-vs-ccrs-v2","700-baseline","4980","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569775997","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/10/2",,"-1","6542685"
"react-baseline-vs-ccrs-v2","700-baseline","4981","run-2026-06-27T13-53-38-269Z","TRANSACTION","1782569776000","react_baseline_mazeV2",,"http://127.0.1.1:8080/cells/10/2","5288","6542686"
"react-baseline-vs-ccrs-v2","700-baseline","4982","run-2026-06-27T13-53-38-269Z","AGENT_MOVED","1782569781123","http://127.0.1.1:8080/agents/react_baseline_mazeV2","http://127.0.1.1:8080/cells/9/2",,"-1","6542687"
